ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Response,Children,Customer_Age,Loyalty_Score,Eco_Friendly_Score,Recency_Score,Spending_Ratio,Income_Category
6637,1988,Graduation,Single,66951.0,0,0,2013-11-02,46,277,162,305,173,76,124,1,3,4,7,1,3,11,0,0,37,14,395.23,46,0.02,Medium
3152,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,3,11,0,2,68,6,27.97,84,0.0,Very Low
5610,1965,Graduation,Together,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,3,11,0,2,60,4,8.3,58,0.0,Low
6460,1982,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,3,11,0,1,43,5,13.09,78,0.0,Very Low
1349,1970,Graduation,Married,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,3,11,0,2,55,7,16.29,4,0.0,Low
1880,1959,Doctorate,Together,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,3,11,0,2,66,6,0.22,17,0.0,Low
641,1967,Graduation,Single,52074.0,0,1,2014-04-04,77,59,0,12,0,0,48,1,2,2,2,4,3,11,0,1,58,6,0.44,77,0.0,Low
8717,1975,Doctorate,Married,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,3,11,0,1,50,27,196.1,56,0.02,Medium
10314,1948,Doctorate,Married,83837.0,0,0,2012-12-16,79,847,66,119,86,89,111,1,9,10,5,4,3,11,1,0,77,24,183.27,79,0.02,Medium
10854,1970,Doctorate,Married,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,3,11,0,2,55,5,0.52,90,0.0,Low
10492,1959,Graduation,Together,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,3,11,0,3,66,3,0.59,96,0.0,Low
6935,1951,2n Cycle,Married,78497.0,0,0,2013-12-01,44,207,26,447,75,0,223,1,5,7,12,2,3,11,0,0,74,24,83.56,44,0.01,Medium
7698,1976,Doctorate,Married,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,3,11,0,1,49,9,8.88,81,0.0,Low
3559,1988,2n Cycle,Married,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,3,11,0,1,37,6,26.97,77,0.0,Very Low
10562,1946,Graduate,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,3,11,0,0,79,23,71.69,21,0.02,Medium
10796,1984,Graduate,Married,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,3,11,0,1,41,5,2.22,16,0.0,Low
2563,1961,Primary,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,3,11,0,0,64,5,23.33,80,0.0,Very Low
3518,1983,Graduation,Married,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,3,11,0,1,42,4,6.0,45,0.0,Very Low
5823,1970,Doctorate,Single,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,3,11,0,1,55,5,0.07,63,0.0,Low
3934,1966,Graduation,Married,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,3,11,0,1,59,16,10.76,34,0.01,Medium
6982,1976,Graduation,Married,74068.0,0,0,2013-03-19,14,783,30,537,140,76,15,1,4,10,9,2,3,11,0,0,49,23,133.22,14,0.02,Medium
6431,1964,Doctorate,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,3,11,0,2,61,5,3.27,13,0.0,Low
9733,1978,Primary,Together,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,3,11,0,1,47,4,14.17,52,0.0,Very Low
5602,1989,Doctorate,Together,66973.0,0,0,2013-05-17,98,466,22,432,147,113,102,1,8,7,12,3,3,11,0,0,36,27,127.07,98,0.02,Medium
7829,1900,2n Cycle,Divorced,36640.0,1,0,2013-09-26,99,15,6,8,7,4,25,1,2,1,2,5,3,11,0,1,125,5,15.03,99,0.0,Low
1324,1988,Graduation,Married,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,3,11,0,1,37,6,13.71,93,0.0,Low
326,1973,Graduation,Married,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,3,11,0,2,52,12,18.27,38,0.01,Low
7224,1977,Graduation,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,3,11,0,2,48,4,1.3,24,0.0,Low
6999,1980,Graduate,Married,69661.0,0,0,2014-05-13,80,656,16,106,32,16,8,1,7,3,12,3,3,11,0,0,45,22,47.66,80,0.01,Medium
9938,1954,Graduation,Married,80067.0,0,0,2013-09-19,82,519,17,813,27,173,51,1,4,6,6,2,3,11,0,0,71,16,127.18,82,0.02,Medium
6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,3,11,0,0,71,16,416.85,20,0.01,Medium
3182,1973,Doctorate,Single,46854.0,1,1,2014-03-31,81,96,1,79,7,1,79,6,5,1,3,8,3,11,1,2,52,9,6.66,81,0.01,Low
7300,1952,Graduation,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,3,11,0,1,73,16,11.79,50,0.01,Medium
10424,1968,Graduation,Single,75922.0,0,0,2013-12-09,60,265,138,553,224,23,92,1,4,4,9,1,3,11,0,0,57,17,348.95,60,0.02,Medium
8727,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,3,11,0,1,47,26,135.88,63,0.02,Medium
2798,1977,Doctorate,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,3,11,1,0,48,26,136.98,54,0.01,High
1030,1965,Doctorate,Single,40637.0,1,1,2013-07-17,72,22,0,13,0,0,3,2,1,0,3,7,3,11,0,2,60,4,0.48,72,0.0,Low
624,1984,Graduate,Single,18890.0,0,0,2012-11-10,5,6,4,1,7,2,15,1,0,1,2,6,3,11,1,0,41,3,10.1,5,0.0,Very Low
5176,1988,Graduation,Together,29604.0,1,0,2013-12-08,88,7,6,13,7,6,14,1,1,0,3,9,3,11,0,1,37,4,15.88,88,0.0,Very Low
5552,1963,Graduate,Divorced,48721.0,1,1,2013-05-13,50,81,18,113,47,13,21,6,4,2,5,6,3,11,0,2,62,11,53.92,50,0.01,Low
868,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,3,11,0,1,59,5,0.26,99,0.0,Low
380,1954,Graduation,Divorced,64497.0,0,1,2012-09-10,17,1170,48,320,42,32,192,5,11,4,9,8,3,11,1,1,71,24,126.92,17,0.03,Medium
2677,1956,Graduation,Together,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,3,11,0,1,69,10,64.85,11,0.01,Low
6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,3,11,0,0,71,19,96.41,18,0.01,Medium
6927,1968,Doctorate,Married,44377.0,1,1,2012-10-05,70,224,0,30,0,0,10,8,5,1,5,8,3,11,0,2,57,11,1.11,70,0.01,Low
2877,1974,Graduate,Together,46014.0,1,1,2013-01-21,21,410,0,59,19,9,44,10,7,1,8,7,3,11,0,2,51,16,8.99,21,0.01,Low
0,1985,Graduation,Married,70951.0,0,0,2013-05-04,66,239,10,554,254,87,54,1,3,4,9,1,3,11,0,0,40,16,120.32,66,0.02,Medium
1584,1977,Graduation,Married,41443.0,1,0,2014-04-01,79,171,7,171,25,19,89,6,8,1,5,8,3,11,0,1,48,14,31.67,79,0.01,Low
7264,1978,2n Cycle,Single,52195.0,2,1,2014-05-12,2,12,0,4,0,0,1,1,1,0,2,8,3,11,0,3,47,3,0.15,2,0.0,Low
6274,1948,Graduate,Married,83790.0,0,0,2013-11-15,81,1076,16,417,42,48,16,1,8,10,6,3,3,11,0,0,77,24,71.84,81,0.02,Medium
1377,1954,Graduate,Widow,44551.0,0,1,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,3,11,0,1,71,10,9.22,24,0.01,Low
454,1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,3,11,0,1,45,26,89.07,48,0.02,Medium
1755,1988,2n Cycle,Together,45204.0,1,0,2014-04-11,93,30,11,25,29,1,18,1,1,1,4,3,3,11,0,1,37,6,29.06,93,0.0,Low
2075,1969,Graduation,Married,72460.0,0,0,2013-11-14,56,377,10,540,80,30,10,1,3,5,7,1,3,11,0,0,56,15,66.0,56,0.01,Medium
4785,1970,Doctorate,Together,77622.0,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,3,11,0,2,55,20,23.5,3,0.01,Medium
9076,1980,Doctorate,Married,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,3,11,0,1,45,9,3.26,44,0.01,Low
7079,1962,Graduation,Divorced,63887.0,0,1,2012-09-08,38,897,23,207,15,11,92,5,9,6,12,6,3,11,0,1,63,27,60.33,38,0.02,Medium
4653,1978,Graduation,Together,42011.0,1,0,2013-03-26,46,131,0,16,2,1,39,4,3,1,4,8,3,11,0,1,47,8,1.33,46,0.0,Low
7375,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,3,11,0,1,49,14,20.59,84,0.01,Low
709,1952,Graduation,Divorced,51537.0,0,1,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,3,11,0,1,73,15,47.56,27,0.02,Low
460,1972,Doctorate,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,3,11,0,0,53,16,229.81,72,0.02,Medium
3726,1986,Doctorate,Together,34320.0,1,0,2014-02-16,66,4,1,9,3,0,0,1,1,0,2,8,3,11,0,1,39,3,2.93,66,0.0,Low
6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,3,11,1,2,59,14,24.87,30,0.01,Low
5341,1962,2n Cycle,Divorced,81975.0,0,1,2013-01-05,2,983,76,184,180,138,27,1,6,3,4,7,3,11,0,1,63,13,240.81,2,0.02,Medium
1606,1971,Graduation,Together,38590.0,1,0,2013-05-15,65,3,1,8,4,3,3,1,1,0,2,8,3,11,0,1,54,3,4.1,65,0.0,Low
9617,1951,Graduation,Single,15033.0,0,0,2014-04-16,37,0,4,5,6,0,4,1,1,0,3,3,3,11,0,0,74,4,9.39,37,0.0,Very Low
3233,1965,Doctorate,Married,62745.0,0,1,2013-03-23,89,562,21,464,28,10,32,3,7,8,11,5,3,11,0,1,60,26,68.12,89,0.02,Medium
89,1975,2n Cycle,Married,22212.0,1,0,2013-12-09,49,5,9,20,6,8,21,2,2,0,4,6,3,11,0,1,50,6,22.61,49,0.0,Very Low
2936,1982,Graduate,Together,23661.0,1,0,2013-12-04,46,18,0,4,0,0,1,1,1,0,3,7,3,11,0,1,43,4,0.15,46,0.0,Very Low
9449,1958,Doctorate,Single,79761.0,0,1,2013-10-04,32,415,5,124,15,35,11,1,5,2,11,3,3,11,0,1,67,18,29.26,32,0.01,Medium
7297,1973,Graduation,Single,7500.0,1,0,2013-12-26,54,5,3,10,12,7,20,4,3,1,3,7,3,11,0,1,52,7,11.1,54,0.01,Very Low
11004,1893,2n Cycle,Single,60182.0,0,1,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,3,11,0,1,132,3,1.59,23,0.0,Medium
313,1968,Graduation,Widow,73455.0,0,0,2013-10-28,98,901,61,757,186,163,20,1,6,5,10,3,3,11,0,0,57,21,241.57,98,0.03,Medium
9940,1958,Graduation,Together,64961.0,0,1,2012-12-23,97,382,114,276,75,124,38,2,6,4,4,3,3,11,0,1,67,14,294.56,97,0.02,Medium
10735,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,3,11,0,1,54,4,2.99,75,0.0,Very Low
9529,1990,Graduation,Married,73687.0,0,0,2013-11-28,8,559,153,503,218,13,181,1,3,9,9,2,3,11,1,0,35,21,372.56,8,0.02,Medium
6439,1958,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,3,11,0,1,67,24,14.26,37,0.02,Medium
7411,1964,Doctorate,Married,31686.0,1,1,2014-06-05,31,11,0,5,0,0,1,2,1,0,3,6,3,11,0,2,61,4,0.19,31,0.0,Low
2176,1972,Graduation,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,3,11,1,1,53,14,62.87,40,0.02,Medium
9265,1953,Graduation,Married,75027.0,0,1,2013-01-09,74,925,64,179,133,12,77,2,9,4,6,5,3,11,0,1,72,19,165.23,74,0.02,Medium
8867,1988,Doctorate,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,3,11,0,0,37,19,339.11,90,0.03,Medium
8932,1969,Graduate,Together,65176.0,0,1,2012-10-29,57,960,28,183,220,70,70,4,9,6,6,6,3,11,0,1,56,21,130.11,57,0.02,Medium
10236,1975,Graduate,Single,31160.0,1,0,2013-09-16,59,16,3,25,6,1,13,2,2,0,3,8,3,11,0,1,50,5,8.46,59,0.0,Low
6340,1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,3,11,0,1,40,4,6.93,52,0.0,Very Low
10089,1974,Graduation,Divorced,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,3,11,1,0,51,28,376.18,5,0.01,High
2227,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,3,11,0,0,67,9,106.79,92,0.01,Very Low
10992,1967,Graduation,Together,75702.0,1,1,2012-08-29,77,650,28,353,45,42,30,5,4,6,11,8,3,11,0,2,58,21,92.07,77,0.02,Medium
5304,1974,Doctorate,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,3,11,0,1,51,4,0.3,35,0.0,Low
309,1961,Doctorate,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,3,11,0,1,64,16,52.3,48,0.02,Medium
3406,1964,Graduation,Single,45989.0,0,1,2012-10-22,97,138,33,87,28,24,12,4,3,2,7,3,3,11,0,1,61,12,82.82,97,0.01,Low
2661,1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,3,11,0,2,61,6,12.07,95,0.0,Very Low
3153,1957,Doctorate,Single,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,3,11,0,3,68,3,0.15,24,0.0,Low
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,3,11,1,1,46,4,6.1,60,0.0,Very Low
1184,1968,Doctorate,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,3,11,0,2,57,22,92.16,46,0.01,Medium
4200,1970,Graduate,Married,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,3,11,0,1,55,11,15.43,85,0.01,Low
9396,1978,Doctorate,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,3,11,0,1,47,3,1.36,31,0.0,Low
2387,1952,Graduate,Together,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,3,11,1,2,73,11,7.9,9,0.01,Low
6690,1966,Graduate,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,3,11,0,2,59,7,10.28,30,0.0,Low
1225,1963,Graduation,Married,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,3,11,0,0,62,18,251.74,47,0.02,Medium
9703,1970,Doctorate,Married,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,3,11,1,2,55,7,5.63,70,0.0,Low
291,1970,Graduation,Married,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,3,11,0,0,55,12,241.1,13,0.01,Medium
4557,1970,Graduation,Together,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,3,11,0,1,55,6,16.97,11,0.0,Very Low
2379,1953,Graduation,Single,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,3,11,1,0,72,12,149.81,31,0.02,Medium
5726,1983,Graduate,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,3,11,0,1,42,7,17.52,15,0.0,Low
3066,1975,Doctorate,Together,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,3,11,0,1,50,10,3.46,2,0.0,Medium
6336,1960,Graduation,Married,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,3,11,0,2,65,6,8.45,55,0.0,Very Low
10967,1963,Graduation,Divorced,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,3,11,0,2,62,6,16.41,38,0.0,Low
2304,1963,Doctorate,Together,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,3,11,0,1,62,21,27.0,86,0.01,Medium
3445,1956,Graduation,Single,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,3,11,1,0,69,21,383.16,56,0.02,Medium
7828,1981,Graduate,Together,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,3,11,0,0,44,11,317.6,29,0.01,Medium
3762,1986,Doctorate,Single,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,3,11,1,0,39,16,68.9,30,0.01,Medium
4391,1968,Graduate,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,3,11,0,1,57,21,40.04,64,0.01,Medium
4669,1981,Primary,Married,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,3,11,0,1,44,7,52.27,46,0.0,Very Low
10144,1976,Graduation,Together,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,3,11,0,1,49,14,20.59,84,0.01,Low
8652,1946,Graduation,Together,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,3,11,0,0,79,11,45.41,20,0.01,Low
1672,1974,Doctorate,Together,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,3,11,0,1,51,14,28.52,74,0.01,Medium
8962,1975,Graduate,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,3,11,0,2,50,5,0.3,18,0.0,Low
9974,1974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,3,11,0,1,51,6,15.21,75,0.0,Low
10983,1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,3,11,0,0,73,22,259.19,17,0.01,Medium
8148,1956,Graduate,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,3,11,0,2,69,20,113.96,88,0.02,Low
10102,1966,Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,3,11,0,0,59,21,467.13,19,0.02,Medium
4697,1949,Graduate,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,3,11,0,0,76,13,10.8,62,0.01,Low
9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,3,11,0,0,41,4,15.19,11,0.0,Low
7254,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,3,11,0,1,56,7,8.74,74,0.0,Low
4543,1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,3,11,0,0,45,18,329.42,32,0.02,Medium
4927,1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,3,11,0,2,54,6,11.35,76,0.0,Very Low
10451,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,3,11,0,2,60,3,3.44,6,0.0,Very Low
2926,1952,Graduate,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,3,11,0,1,73,20,7.3,62,0.02,Low
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,3,11,0,1,37,4,10.06,20,0.0,Low
9738,1986,Graduate,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,3,11,0,1,39,6,9.93,43,0.0,Low
7119,1982,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,3,11,0,0,43,11,69.74,45,0.01,Medium
3924,1965,Doctorate,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,3,11,0,1,60,23,2.96,34,0.02,Low
5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,3,11,0,2,67,7,1.51,53,0.0,Low
5596,1956,2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,3,11,0,1,69,20,37.5,44,0.01,Low
10812,1978,Doctorate,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,3,11,0,1,47,6,3.5,89,0.0,Low
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,3,11,0,1,37,10,41.78,43,0.01,Low
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,3,11,0,1,41,7,4.18,68,0.0,Very Low
9274,1961,Graduate,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,3,11,0,0,64,22,390.95,44,0.01,Medium
6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,3,11,1,0,59,6,63.99,64,0.0,Very Low
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,3,11,0,0,78,17,54.81,85,0.01,Medium
4440,1964,Graduate,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,3,11,0,1,61,17,1.0,93,0.01,Medium
1379,1992,Graduate,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,3,11,0,0,33,10,11.04,12,0.01,Low
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,3,11,0,1,49,7,14.92,86,0.0,Very Low
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,3,11,0,3,58,5,0.7,28,0.0,Very Low
2437,1989,Graduation,Married,7500.0,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,3,11,0,0,36,23,315.07,69,0.21,Very Low
6320,1976,Graduate,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,3,11,0,0,49,22,138.84,42,0.02,Medium
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,3,11,0,2,59,10,2.3,13,0.0,Low
231,1956,Graduate,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,3,11,0,2,69,5,0.26,86,0.0,Very Low
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,3,11,0,2,53,6,9.98,59,0.0,Low
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,3,11,0,1,40,13,146.74,30,0.01,Medium
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,3,11,0,2,74,4,1.19,33,0.0,Low
2863,1970,Graduation,Single,7500.0,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,3,11,0,3,55,15,73.44,67,0.14,Very Low
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,3,11,0,1,54,18,31.67,23,0.01,Medium
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,3,11,0,1,51,3,8.13,81,0.0,Low
8275,1965,Doctorate,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,3,11,0,2,60,3,0.11,6,0.0,Low
9750,1961,Doctorate,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,3,11,0,1,64,18,152.67,41,0.02,Medium
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,3,11,0,1,72,18,47.44,78,0.02,Low
7214,1957,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,3,11,0,0,68,17,34.19,49,0.02,Medium
5835,1976,Doctorate,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,3,11,0,1,49,6,6.3,39,0.0,Very Low
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,3,11,0,1,41,4,2.74,3,0.0,Very Low
10350,1950,Doctorate,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,3,11,0,3,75,4,0.19,37,0.0,Low
7786,1986,Doctorate,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,3,11,0,1,39,8,19.85,22,0.01,Very Low
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,3,11,0,1,42,3,2.82,79,0.0,Very Low
663,1989,Doctorate,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,3,11,0,0,36,5,6.16,46,0.0,Low
10675,1956,Doctorate,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,3,11,1,1,69,17,30.07,82,0.02,Medium
2521,1971,Graduate,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,3,11,1,1,54,4,3.55,10,0.0,Low
9592,1983,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,3,11,0,1,42,5,4.93,51,0.0,Very Low
10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,3,11,0,2,65,21,146.68,38,0.02,Medium
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,3,11,1,0,57,21,363.59,10,0.02,Medium
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,3,11,0,1,53,4,7.46,14,0.0,Low
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,3,11,1,0,60,21,159.44,18,0.02,Medium
